,lines,scene,polarity,polarity_rolling
0,INTERVIEWER:,1.0,0.0,0.05432
1,So as you've been,1.0,0.0,0.02716
2,coaching over the years,1.0,0.0,0.02716
3,what would you say are the,1.0,0.0,0.02716
4,most important,1.0,0.2716,0.02716
5, uh,1.0,0.0,0.02716
6, lessons  ,1.0,0.0,0.02716
7,of leadership,1.0,0.0,0.02716
8,that you've learned?  ,1.0,0.0,0.0712
9,COACH K:,1.0,0.0,0.0712
10,The very first thing is that,1.0,0.0,0.044039999999999996
11,you know,1.0,0.0,-0.010190000000000005
12,in order to get better,1.0,0.4404,-0.06442
13,you change limits.  ,1.0,0.0,-0.06442
14,And when you change limits,1.0,0.0,-0.11548000000000003
15,you're gonna look bad,1.0,-0.5423,-0.11548000000000003
16,and you're gonna fail.  ,1.0,-0.5423,-0.11548000000000003
17,And at West Point,1.0,0.0,-0.11548000000000003
18,I learned that failure,1.0,-0.5106,-0.15952000000000002
19,was never a destination.   ,1.0,0.0,-0.15952000000000002
20,In other words,1.0,0.0,-0.15952000000000002
21,when you are knocked back,1.0,0.0,-0.10529000000000002
22,you know,1.0,0.0,-0.051060000000000015
23, figure out why,1.0,0.0,-0.07606000000000002
24,and then,1.0,0.0,-0.025000000000000012
25, then change.   ,1.0,0.0,-0.025000000000000012
26,The other thing is that you're,1.0,0.0,-0.025000000000000012
27,not gonna get there alone.   ,1.0,-0.25,-0.025000000000000012
28,You know,1.0,0.0,0.01903999999999999
29, be on a team.   ,1.0,0.0,0.01903999999999999
30,You know,1.0,0.0,0.01903999999999999
31, surround yourself,1.0,0.0,0.01903999999999999
32,with good people   ,1.0,0.4404,0.01903999999999999
33,and learn how to listen.   ,1.0,0.0,0.04403999999999999
34,You're not gonna learn,1.0,0.0,0.04403999999999999
35,with you just talking.   ,1.0,0.0,0.07586
36,And when you do talk,1.0,0.0,0.07586
37,converse,1.0,0.0,0.07586
38,don't make excuses.   ,1.0,0.0,0.031819999999999994
39,Figure out the solution.   ,1.0,0.3182,0.031819999999999994
40,And you don't have to,1.0,0.0,0.031819999999999994
41,figure it out yourself.   ,1.0,0.0,0.031819999999999994
42,I always wanted to be,1.0,0.0,0.031819999999999994
43,a part of a team   ,1.0,0.0,0.031819999999999994
44,and obviously I wanted,1.0,0.0,0.07200999999999999
45,to lead that team.   ,1.0,0.0,0.04019
46,You know,1.0,0.0,0.04019
47, what a,1.0,0.0,0.04019
48,what an interesting life   ,1.0,0.4019,0.04019
49,it is to be a leader.   ,1.0,0.0,0.08038
50,That's something.   ,1.0,0.0,0.08038
51,(alarm beeping)   ,2.0,0.0,0.0
52,(beeping continues,2.0,0.0,0.0
53, stops)   ,2.0,0.0,-0.05423
54,(sighs)   ,2.0,0.0,-0.05423
55,(alarm chirps)   ,2.0,0.0,-0.05423
56,(engine starts)   ,2.0,0.0,-0.10846
57,fuck you,2.0,-0.5423,-0.09819
58, cousin.   ,2.0,0.0,-0.09819
59,(ominous music playing)   ,2.0,0.0,-0.09819
60,Jesus fuck' Christ.   ,2.0,-0.5423,-0.08792
61,You gotta be kidding me.   ,2.0,0.1027,-0.14215
62,(discordant music playing)   ,2.0,0.0,-0.14215
63,Hey,3.0,0.0,-0.07314000000000001
64, forks.   ,3.0,0.0,-0.09577
65,No,3.0,-0.296,-0.06616999999999999
66, no. I'm Richard.   ,3.0,-0.296,-0.03657
67,Okay.   ,3.0,0.2263,-0.03657
68,I'm Garrett,3.0,0.0,-0.03657
69, back wait staff.   ,3.0,0.0,-0.03657
70,You're forks.   ,3.0,0.0,-0.03657
71,Change your shirt.   ,3.0,0.0,-0.006969999999999999
72,(forks clanging)   ,3.0,0.0,0.02263
73,(mouths)   ,3.0,0.0,0.04019
74,Chef,3.0,0.0,0.04019
75, are we done,3.0,0.0,0.04019
76,with the forks?   ,3.0,0.0,0.04019
77,Yes,3.0,0.4019,0.04019
78, Chef. Almost,3.0,0.0,0.04019
79, Chef.,3.0,0.0,0.04019
80,Let me ask you.   ,3.0,0.0,0.04019
81,Every stage,3.0,0.0,0.04019
82,shine fuckin' forks,3.0,0.0,0.04019
83,his whole first fuckin' day?   ,3.0,0.0,0.0
84,First week.,3.0,0.0,0.04215
85,Week?,3.0,0.0,0.04215
86,GARRETT:,3.0,0.0,0.04215
87,First week is forks.   ,3.0,0.0,0.01715
88,And if you get lucky,3.0,0.4215,0.01715
89,you make it to spoons.   ,3.0,0.0,0.04897
90,Can we chill out,3.0,0.0,0.04897
91,on the swearing,3.0,-0.25,0.04897
92, too,3.0,0.0,0.04897
93,please?   ,3.0,0.3182,0.07397000000000001
94,How long am I,3.0,0.0,0.039540000000000006
95,supposed to be here for?,3.0,0.0,0.039540000000000006
96,A week.,3.0,0.0,0.039540000000000006
97,Alright.   ,3.0,0.25,0.10858000000000001
98,You want me to fork,3.0,0.0772,0.10858000000000001
99,I'll fork.   ,3.0,0.0,0.07676000000000001
100,I'm not gonna give cousin,3.0,0.0,0.07676000000000001
101,the satisfaction   ,3.0,0.4404,0.10464999999999999
102,of coming home early.   ,3.0,0.0,0.048909999999999995
103,I can do my time,3.0,0.0,0.023909999999999997
104,standing on one foot.   ,3.0,0.0,0.07987999999999999
105,So let me get this straight.   ,3.0,0.2789,0.07987999999999999
106,He's punishing you,3.0,-0.5574,0.04587999999999999
107,by making you work   ,3.0,0.0,0.0018399999999999916
108,at the best restaurant,3.0,0.6369,0.06433
109,in the world?   ,3.0,0.0,0.06433
110,Yep. He's punishing me,3.0,-0.34,0.06433
111,for being ancillary.   ,3.0,0.0,0.03644
112,GARRETT: Great. Let me,3.0,0.6249,0.03795
113,give you some purpose then.   ,3.0,0.0,0.08199000000000001
114,Dry those properly.   ,3.0,0.0,0.018300000000000004
115,You see those streaks?,3.0,0.0,0.018300000000000004
116,That's bad.   ,3.0,-0.5423,0.05230000000000001
117,Thanks,3.0,0.4404,0.05230000000000001
118, Junior.   ,3.0,0.0,-0.010189999999999987
119,Where's the boss?,3.0,0.0,-0.010189999999999987
120,Which one?,3.0,0.0,-0.06441999999999999
121,Big boss. Capo. Terry.   ,3.0,0.0,-0.06441999999999999
122,Chef Terry is always watching.   ,3.0,0.0,-0.010189999999999987
123,(Richie scoffs)   ,3.0,0.0,-0.10846
124,fuck you,3.0,-0.5423,-0.10846
125, cousin.   ,3.0,0.0,-0.10846
126,"(""Glass",4.0,0.0,0.0
127," Concrete & Stone""",4.0,0.0,0.0
128,by David Byrne playing)   ,4.0,0.0,0.0
129,(alarm beeping,4.0,0.0,0.0
130, stops)   ,4.0,0.0,0.0
131,Now I'm wakin',4.0,0.0,0.0
132,at the crack of dawn   ,4.0,0.0,0.03612
133,To send,4.0,0.0,0.03612
134,a little money home   ,4.0,0.0,0.03612
135,From here to the moon   ,4.0,0.0,0.03612
136,Is risin' like,4.0,0.3612,0.03612
137,a discotheque   ,4.0,0.0,0.09186000000000001
138,And now my bags,4.0,0.0,0.12368000000000001
139,are down and packed   ,4.0,0.0,0.12368000000000001
140,For traveling   ,4.0,0.0,0.12368000000000001
141,Lookin' at happiness   ,4.0,0.5574,0.12368000000000001
142,Keepin' my flavor fresh   ,4.0,0.3182,0.08756000000000001
143,Nobody knows I guess   ,4.0,0.0,0.08756000000000001
144,How far I'll go,4.0,0.0,0.08756000000000001
145, I know   ,4.0,0.0,0.08756000000000001
146,So I'm leavin',4.0,0.0,0.08756000000000001
147,at six o' clock   ,4.0,0.0,0.031820000000000015
148,Meet in a parkin' lot   ,4.0,0.0,1.6653345369377347e-17
149,Harriet Hendershot   ,4.0,0.0,1.6653345369377347e-17
150,Sunglasses on   ,4.0,0.0,1.6653345369377347e-17
151,She waits by this   ,4.0,0.0,1.6653345369377347e-17
152,Glass and concrete,4.0,0.0,1.6653345369377347e-17
153,and stone   ,4.0,0.0,1.6653345369377347e-17
154,It is just a house   ,4.0,0.0,1.6653345369377347e-17
155,Not a home   ,4.0,0.0,1.6653345369377347e-17
156,And my head   ,4.0,0.0,1.6653345369377347e-17
157,Is    feet high   ,4.0,0.0,1.6653345369377347e-17
158,Let my body and soul   ,4.0,0.0,1.6653345369377347e-17
159,Be my guide   ,4.0,0.0,1.6653345369377347e-17
160,(fork clangs)   ,4.0,0.0,1.6653345369377347e-17
161,Yo. Garrett. Chef.   ,5.0,0.0,-0.059199999999999996
162,I've been doing this forever.    ,5.0,0.0,0.03409000000000001
163,Can I... wash dishes,5.0,0.0,0.03409000000000001
164,or something?    ,5.0,0.0,0.03409000000000001
165,No,5.0,-0.296,0.03409000000000001
166, we got the best,5.0,0.6369,0.0032000000000000084
167,dishwashers in the world.    ,5.0,0.0,0.0032000000000000084
168,You're just gonna,5.0,0.0,0.0032000000000000084
169,slow 'em down.    ,5.0,0.0,0.043390000000000005
170,That wasn't clean.    ,5.0,-0.3089,0.043390000000000005
171,I've been doing this,5.0,0.0,0.042100000000000005
172,for nine hours.    ,5.0,0.0,-0.05247999999999999
173,I think I know what's clean.    ,5.0,0.4019,-0.020659999999999994
174,I'm telling you,5.0,0.0,-0.06833
175,that's not clean.    ,5.0,-0.3089,-0.06833
176,That was not clean either.,5.0,-0.3089,-0.03744
177,Please do them properly--    ,5.0,0.3182,-0.03744
178,Yo. They're goddamn forks.    ,5.0,-0.4767,-0.03744
179,Outside.    ,5.0,0.0,-0.07763
180,GARRETT:,5.0,0.0,-0.07763
181,Do you think this is,5.0,0.0,-0.04674
182,below you or something?    ,5.0,0.0,-0.015849999999999996
183,(scoffs)    ,5.0,0.0,-0.07726999999999999
184,Man,5.0,0.0,-0.029599999999999994
185, I think I'm    years old,5.0,0.0,-0.029599999999999994
186,polishing forks.    ,5.0,0.0,-0.029599999999999994
187,No one is asking you,5.0,-0.296,0.012550000000000006
188,to be here.    ,5.0,0.0,0.012550000000000006
189,I don't think anybody,5.0,0.0,0.0022800000000000055
190,remembers your name.    ,5.0,0.0,0.0022800000000000055
191,Nice try.    ,5.0,0.4215,0.033170000000000005
192,You think I don't know,5.0,0.0,0.033170000000000005
193,how hard it is    ,5.0,-0.1027,0.06277
194,hiring people since COVID?    ,5.0,0.0,0.06277
195,We don't have that problem.    ,5.0,0.3089,0.09237
196,You really drink,5.0,0.0,0.09237
197,this Kool-Aid,5.0,0.0,0.05022
198, huh?    ,5.0,0.0,0.11391
199,Yeah,5.0,0.296,0.12418
200, I do.    ,5.0,0.0,0.18787
201,Why?,5.0,0.0,0.15698
202,Because I love this,5.0,0.6369,0.15698
203, Richie.    ,5.0,0.0,0.15698
204,I love this so much,5.0,0.6369,0.15698
205, dude.    ,5.0,0.0,0.21098
206,Did you know that,5.0,0.0,0.21098
207,when this restaurant,5.0,0.0,0.21355999999999997
208,opened  12  years ago,5.0,0.0,0.14986999999999998
209,it won the best restaurant,5.0,0.836,0.14986999999999998
210,in the world the same year?    ,5.0,0.0,0.08617999999999996
211,It's retained three stars    ,5.0,0.0258,0.08617999999999996
212,because we have,5.0,0.0,0.08617999999999996
213,a waiting list that's long.    ,5.0,0.0,0.08617999999999996
214,Five thousand people waiting,5.0,0.0,0.08617999999999996
215,at any given moment long.    ,5.0,0.0,0.002579999999999971
216,Do you see their faces,5.0,0.0,0.002579999999999971
217,when they walk in here?    ,5.0,0.0,-2.8796409701215e-17
218,How stoked they are to see us    ,5.0,0.0,-2.8796409701215e-17
219,and how stoked we have to be,5.0,0.0,-2.8796409701215e-17
220,to serve them?    ,5.0,0.0,-2.8796409701215e-17
221,It takes 200 people,5.0,0.0,-2.8796409701215e-17
222,to keep this place in orbit.    ,5.0,0.0,-2.8796409701215e-17
223,And at any given moment,5.0,0.0,-2.8796409701215e-17
224,one of those people    ,5.0,0.0,-2.8796409701215e-17
225,that is waiting in line,5.0,0.0,-0.00772000000000003
226,gets to eat here.    ,5.0,0.0,-0.00772000000000003
227,They get to spend their time,5.0,0.0,-0.00772000000000003
228,and their money here.    ,5.0,0.0,-0.00772000000000003
229,I'm sorry,5.0,-0.0772,-0.00772000000000003
230, bro,5.0,0.0,0.01959999999999997
231,but we need to have some forks,5.0,0.0,0.01959999999999997
232,without streaks in them.    ,5.0,0.0,0.01959999999999997
233,Every day here,5.0,0.0,0.01959999999999997
234,is the freaking Super Bowl.    ,5.0,0.2732,0.06726999999999997
235,You don't have to drink,5.0,0.0,0.12265999999999999
236,the Kool-Aid,5.0,0.0,0.12265999999999999
237, Richie.    ,5.0,0.0,0.17033
238,I just need you to respect me.,5.0,0.4767,0.17033
239,I need you to respect the staff.    ,5.0,0.4767,0.21800000000000003
240,I need you,5.0,0.0,0.23835
241,to respect the diners.    ,5.0,0.4767,0.29694000000000004
242,And I need you,5.0,0.0,0.35553
243,to respect yourself.    ,5.0,0.4767,0.4032
244,I can do respect.    ,5.0,0.4767,0.4032
245,Lovely. I'll see you inside.    ,5.0,0.5859,0.35553
246,(flame hissing),6.0,0.0,0.0
247,(chopping),6.0,0.0,0.0
248,MANAGER:,6.0,0.0,0.0
249,Tonight's PONs include    ,6.0,0.0,0.0
250,Kimberly Foxx,6.0,0.0,0.0
251,district attorney,6.0,0.0,0.0
252,of the city of Chicago.    ,6.0,0.0,0.02732
253,We have Maurice Cheeks...,6.0,0.0,0.0655
254,-What's a PON?    ,6.0,0.0,0.0655
255,Person of note.    ,6.0,0.0,0.0655
256,MANAGER: ...as well as    ,6.0,0.2732,0.0655
257,comedian and musician,6.0,0.3818,0.0655
258,Bo Burnham.    ,6.0,0.0,0.0655
259,On  29 at 7: 15 ,6.0,0.0,0.0655
260,we have Tim and Jill Perry.    ,6.0,0.0,0.0655
261,They're both,6.0,0.0,0.0905
262,Elmhurst High School teachers.    ,6.0,0.0,0.06318
263,And according,6.0,0.0,0.025000000000000005
264,to Jill's Instagram,6.0,0.0,0.025000000000000005
265,it's always been her dream to,6.0,0.25,0.025000000000000005
266,dine at a three-star restaurant.    ,6.0,0.0,0.025000000000000005
267,And they have been,6.0,0.0,0.025000000000000005
268, quote,6.0,0.0,0.025000000000000005
269,"""Saving up for this.""    ",6.0,0.0,0.025000000000000005
270,I wanna go,6.0,0.0,0.05682
271,above and beyond tonight.    ,6.0,0.0,0.03182
272,Every supplement,6.0,0.0,0.06142000000000001
273,and caviar,6.0,0.0,0.08874000000000001
274, please.    ,6.0,0.3182,0.08874000000000001
275,A tour of the kitchen,6.0,0.0,0.08874000000000001
276,a champagne tour,6.0,0.296,0.08874000000000001
277,in the gallery as well.    ,6.0,0.2732,0.08874000000000001
278,And,6.0,0.0,0.10931000000000002
279, guys,6.0,0.0,0.10931000000000002
280, we're not gonna,6.0,0.0,0.07749000000000002
281,let these people spend a dollar.    ,6.0,0.0,0.07749000000000002
282,Do not drop a check.    ,6.0,0.2057,0.047890000000000016
283,I wanna blow,6.0,0.0,0.020570000000000015
284,their fuckin minds.    ,6.0,0.0,-0.009029999999999982
285,ALL: Chef.    ,6.0,0.0,-0.009029999999999982
286,MANAGER: Last thing,6.0,0.0,-0.009029999999999982
287,still,6.0,0.0,-0.009029999999999982
288, no one is,6.0,-0.296,-0.07174999999999998
289,owning up to the smudge.    ,6.0,0.0,-0.07174999999999998
290,I wanna clarify that it's not,6.0,0.0,-0.07174999999999998
291,so much the smudge,6.0,0.0,-0.07174999999999998
292,but rather the fact that no one    ,6.0,-0.4215,-0.08705999999999998
293,is taking responsibility,6.0,0.0,-0.08705999999999998
294,for the smudge.    ,6.0,0.0,-0.057459999999999976
295,We're not children.,6.0,0.0,-0.057459999999999976
296,It's okay to make mistakes.    ,6.0,-0.1531,-0.01927999999999998
297,We can smudge things,6.0,0.0,0.03011000000000002
298,but we need to own up to them    ,6.0,0.0,0.07226000000000002
299,with immediacy,6.0,0.0,0.07226000000000002
300,integrity,6.0,0.3818,0.07226000000000002
301, and honesty.    ,6.0,0.4939,0.07226000000000002
302,Does anyone wanna talk,6.0,0.0,0.08757000000000001
303,any more about the smudge?    ,6.0,0.0,0.08757000000000001
304,Couple menu updates.    ,6.0,0.0,0.08757000000000001
305,Uh,6.0,0.0,0.08757000000000001
306, per Chef Terry    ,6.0,0.0,0.04939000000000002
307,the duck roulade,6.0,0.0,1.6653345369377347e-17
308,will now be served    ,6.0,0.0,1.6653345369377347e-17
309,with a,6.0,0.0,1.6653345369377347e-17
310, uh,6.0,0.0,1.6653345369377347e-17
311,Concord grape reduction    ,6.0,0.0,1.6653345369377347e-17
312,instead of the cherry.    ,6.0,0.0,1.6653345369377347e-17
313,We're gonna be adding,6.0,0.0,0.029600000000000015
314,a dish to the menu.    ,6.0,0.0,0.029600000000000015
315,That's gonna be the six-course,6.0,0.0,0.029600000000000015
316,a Dungeness crab,6.0,0.0,-0.006519999999999987
317,with grapefruit and champagne.    ,6.0,0.296,-0.006519999999999987
318,Did you talk about the smudge?,6.0,0.0,-0.006519999999999987
319,Only A lot.,6.0,0.0,-0.006519999999999987
320,I know this sounds ridiculous.    ,6.0,-0.3612,-0.006519999999999987
321,I am aware that I've had to say,6.0,0.0,-0.006519999999999987
322,"the word f*cking ""smudge""    ",6.0,0.0,-0.006519999999999987
323,20 times,6.0,0.0,-0.036119999999999985
324,in the last two days,6.0,0.0,-0.036119999999999985
325,but we had to reset,6.0,0.0,-0.10208999999999997
326,the plate with the smudge    ,6.0,0.0,-0.06596999999999997
327,because the persimmon glaze,6.0,0.0,-0.06596999999999997
328,was smudged,6.0,0.0,-0.06596999999999997
329,which fucked the set because,6.0,-0.6597,-0.06596999999999997
330,we had to take it to a four-top,6.0,0.0,-0.06596999999999997
331,which meant we have to match,6.0,0.0,-0.06596999999999997
332,the other three plates    ,6.0,0.0,-0.06596999999999997
333,to the smudge plate,6.0,0.0,-0.06596999999999997
334,which cost us 45 seconds.    ,6.0,0.0,-0.06596999999999997
335,Forty-seven seconds.,6.0,0.0,2.2204460492503132e-17
336,Forty-seven seconds.,6.0,0.0,-0.03181999999999997
337,Now,6.0,0.0,0.012220000000000026
338, if you cost us,6.0,0.0,-0.01959999999999997
339,that kind of time,6.0,0.0,-0.029869999999999973
340,you sure as shit,6.0,-0.3182,-0.029869999999999973
341,better own up to it,6.0,0.4404,-0.08409999999999998
342,because we sure as shit,6.0,-0.3182,-0.08409999999999998
343,are gonna pay for it.    ,6.0,-0.1027,-0.04390999999999998
344,Now get back to work!    ,6.0,0.0,-0.09813999999999998
345,fuck you,6.0,-0.5423,-0.15236999999999998
346, Garrett!    ,6.0,0.0,-0.08035999999999999
347,Yes,6.0,0.4019,-0.12439999999999998
348, Chef. fuck me.    ,6.0,-0.5423,-0.14680999999999997
349,(cell phone ringing)    ,7.0,0.0,0.0
350,Hey.    ,7.0,0.0,0.04404
351,Hi. Hey. How are you?    ,7.0,0.0,0.10653000000000001
352,RICHIE: I'm,7.0,0.0,0.10653000000000001
353, uh,7.0,0.0,0.10653000000000001
354, I'm good.    ,7.0,0.4404,0.12916
355,I'm great,7.0,0.6249,0.09956000000000001
356, you know.    ,7.0,0.0,0.16205
357,What's going on?,7.0,0.0,0.22795
358,Is Eva okay?    ,7.0,0.2263,0.25755
359,No,7.0,-0.296,0.25755
360, she's great.,7.0,0.6249,0.21351
361,She's totally great. Um,7.0,0.659,0.15102
362, yeah.    ,7.0,0.296,0.15102
363,Oh,7.0,0.0,0.17124999999999999
364, yo,7.0,0.0,0.14862
365, uh,7.0,0.0,0.20781999999999998
366, Jimmy... Um...    ,7.0,0.0,0.14533
367,I got those Taylor Swift tix.    ,7.0,0.2023,0.07942999999999997
368,-TIFF: You did?!,7.0,0.0,0.09777999999999998
369,Yeah.,7.0,0.296,0.09777999999999998
370,That's ama...,7.0,0.0,0.09777999999999998
371,Oh,7.0,0.0,0.09777999999999998
372, she's gonna be so excited.    ,7.0,0.4795,0.09777999999999998
373,RICHIE: I know,7.0,0.0,0.07754999999999998
374, right?,7.0,0.0,0.07754999999999998
375,-That's incredible.    ,7.0,0.0,0.04794999999999998
376,RICHIE: Actually I got three,7.0,0.0,0.018349999999999977
377,if you wanna come,7.0,0.0,-0.01125000000000002
378, you know.    ,7.0,0.0,-0.08880000000000002
379,You don't have to.    ,7.0,0.0,-0.037850000000000016
380,No,7.0,-0.296,0.013099999999999978
381, no,7.0,-0.296,0.013099999999999978
382, no. It's n... I-I...    ,7.0,-0.296,0.013099999999999978
383,That's so sweet.,7.0,0.5095,0.013099999999999978
384,That's so sweet.    ,7.0,0.5095,0.013099999999999978
385,Um,7.0,0.0,0.013099999999999978
386, I... I just,7.0,0.0,0.042699999999999974
387, uh...    ,7.0,0.0,0.07229999999999998
388,I know you're really busy,7.0,0.0,0.10189999999999996
389,so I wanted to just,7.0,0.0,0.04780999999999998
390,tell you something,7.0,0.0,0.01948999999999998
391,um,7.0,0.0,0.04448999999999998
392, and it's,7.0,0.0,0.06471999999999997
393,a little bit hard to say.    ,7.0,-0.0314,0.09431999999999999
394,Okay.    ,7.0,0.2263,0.11454999999999997
395,Are you alright?    ,7.0,0.25,0.12226999999999996
396,TIFF: I'm fine.,7.0,0.2023,0.12226999999999996
397,Yeah,7.0,0.296,0.12226999999999996
398, I'm fine. Uh...    ,7.0,0.2023,0.12226999999999996
399,I just want you,7.0,0.0772,0.12540999999999997
400,to hear it from me.    ,7.0,0.0,0.10277999999999998
401,Um...    ,7.0,0.0,0.07777999999999999
402,Uh...    ,7.0,0.0,0.057549999999999976
403,RICHIE:,7.0,0.0,0.027949999999999982
404,What do you mean?,7.0,0.0,0.0077199999999999795
405,Hear what?    ,7.0,0.0,-2.0816681711721685e-17
406,Um...    ,7.0,0.0,0.040189999999999976
407,Frank proposed to me.    ,7.0,0.0,0.10919999999999999
408,(scoffs)    ,7.0,0.0,0.17168999999999998
409,What did you say?    ,7.0,0.0,0.17168999999999998
410,I said yes.    ,7.0,0.4019,0.20781
411,He's like a really good guy.    ,7.0,0.6901,0.20781
412,That's great,7.0,0.6249,0.21553
413, Tiff.    ,7.0,0.0,0.21553
414,TIFF: Thank you.    ,7.0,0.3612,0.21553
415,And,7.0,0.0,0.27802
416, and I want you to know    ,7.0,0.0772,0.23782999999999999
417,that nothing's gonna,7.0,0.0,0.16881999999999997
418,change between us.    ,7.0,0.0,0.10632999999999997
419,That's awesome.    ,7.0,0.6249,0.10632999999999997
420,TIFF:,7.0,0.0,0.13389999999999996
421,You know. And...    ,7.0,0.0,0.19759
422,Um...    ,7.0,0.0,0.18986999999999998
423,I... Um...    ,7.0,0.0,0.18986999999999998
424,And I love you. (sighs)    ,7.0,0.6369,0.25355999999999995
425,I love you.    ,7.0,0.6369,0.25476
426,(train rumbling)    ,7.0,0.0,0.25476
427,MANAGER:,8.0,0.0,-0.13957999999999998
428,Hi,8.0,0.0,-0.07386
429, I'm sorry to interrupt.    ,8.0,-0.4019,-0.07386
430,I just wanted to let you know,8.0,0.0,-0.03366999999999999
431,no check tonight.    ,8.0,-0.296,-0.03366999999999999
432,Thank you so much,8.0,0.3612,-0.03366999999999999
433,for dining with us.    ,8.0,0.0,-0.008669999999999994
434,WOMAN:,8.0,0.0,-0.008669999999999994
435,Oh,8.0,0.0,0.023800000000000005
436, my gosh.    ,8.0,0.0,0.016080000000000004
437,MANAGER: Alright.    ,8.0,0.25,0.045680000000000005
438,(man gasps)    ,8.0,0.0,0.03456
439,MAN: Is he serious?    ,8.0,-0.0772,0.03456
440,(alarm beeping,9.0,0.0,-0.11839999999999999
441, stop    ,9.0,-0.296,-0.08879999999999999
442,(sighs)    ,9.0,0.0,-0.08879999999999999
443,You're trailing today.,10.0,0.0,-0.11839999999999999
444,Get changed.    ,10.0,0.0,-0.07436
445,No more forks?    ,10.0,-0.296,-0.01501
446,No more forks.    ,10.0,-0.296,0.04418999999999999
447,(claps)    ,10.0,0.0,0.04418999999999999
448,You look good.    ,10.0,0.4404,0.04418999999999999
449,Feels kinda like armor.    ,10.0,0.2975,0.04418999999999999
450,Yeah,10.0,0.296,0.04418999999999999
451, man,10.0,0.0,0.07379
452, that's the point.    ,10.0,0.0,0.10339000000000001
453,"Start with tables 10,20,30,40",10.0,0.0,0.10339000000000001
454, so forth.    ,10.0,0.0,0.11041000000000001
455,Stagger the reservations,10.0,0.0,0.08066000000000001
456,by 15 minutes    ,10.0,0.0,0.051060000000000015
457,so we do not stack the kitchen.    ,10.0,0.0,0.051060000000000015
458,Start with the two tops,10.0,0.5106,0.051060000000000015
459,move to the four,10.0,0.0,0.051060000000000015
460, so forth.    ,10.0,0.0,0.051060000000000015
461,All the servers,10.0,0.0,0.051060000000000015
462,take temperatures of the room.    ,10.0,0.0,0.051060000000000015
463,They communicate.    ,10.0,0.0,0.051060000000000015
464,How do they do that,10.0,0.0,1.1102230246251566e-17
465,if they can't speak?    ,10.0,0.0,1.1102230246251566e-17
466,This is our Hamachi.    ,10.0,0.0,1.1102230246251566e-17
467,You can see that it's frozen    ,10.0,0.0,-0.05858999999999999
468,in liquid nitrogen and curled,10.0,0.0,-0.05858999999999999
469,served on our basil gel.    ,10.0,0.0,-0.05858999999999999
470,Nineteen are,10.0,0.0,-0.05858999999999999
471,a bunch of assholes.    ,10.0,-0.5859,-0.05858999999999999
472,Bogeys on   19.,10.0,0.0,-0.05858999999999999
473,Walk everything fast.    ,10.0,0.0,-0.05858999999999999
474,ALL: Chef.    ,10.0,0.0,-0.05858999999999999
475,Chef,10.0,0.0,-0.08590999999999999
476, what do all these,10.0,0.0,-0.08590999999999999
477,different colors mean?    ,10.0,0.0,0.03434000000000002
478,JESSICA:,10.0,0.0,0.03434000000000002
479,Orange is a dietary restriction.    ,10.0,-0.2732,0.03434000000000002
480,Yellow is outta town.,10.0,0.0,0.07649000000000003
481,Green is a VIP.    ,10.0,0.6166,0.07649000000000003
482,And blue means kitchen tour.    ,10.0,0.0,0.11864000000000004
483,And what about those notes?    ,10.0,0.0,0.15883000000000003
484,Table 15 likes to eat faster,10.0,0.4215,0.15883000000000003
485,so we speed up their tickets.    ,10.0,0.0,0.15860000000000002
486,Twenty-three likes it slower,10.0,0.4215,0.15860000000000002
487,so we add an extra amuse,10.0,0.4019,0.09694000000000003
488,not to back up the kitchen.    ,10.0,0.0,0.09694000000000003
489,Twenty-two doesn't like,10.0,-0.2755,0.09694000000000003
490,people to speak to them.    ,10.0,0.0,0.054790000000000026
491,How do you know all that?,10.0,0.0,0.054790000000000026
492,know what?,10.0,0.0,0.01264000000000003
493,About the people eating?    ,10.0,0.0,0.0020500000000000297
494,We have,10.0,0.0,0.0020500000000000297
495,a designated staff member    ,10.0,0.0,0.029600000000000033
496,that researches each guest.    ,10.0,0.0,0.029600000000000033
497,Yeah. Wiretap those motherfuckers,10.0,0.296,0.006970000000000032
498,-What's that ticking?,10.0,0.0,0.006970000000000032
499,Waitlist.,10.0,0.0,0.006970000000000032
500,The minute somebody,10.0,0.0,0.006970000000000032
501,no-shows or cancels,10.0,-0.2263,0.006970000000000032
502,we pull somebody up.    ,10.0,0.0,0.029600000000000033
503,How do they get here that fast?    ,10.0,0.0,-0.07183999999999997
504,Oh,10.0,0.0,-0.07183999999999997
505, we'll send a car.    ,10.0,0.0,-0.07183999999999997
506,Gangster. Okay.    ,10.0,0.2263,-0.07183999999999997
507,This shit is crazy.,10.0,-0.7184,-0.10343999999999998
508,How do you do this all day?    ,10.0,0.0,-0.10343999999999998
509,I need you to stand,10.0,0.0,-0.10343999999999998
510,in that corner    ,10.0,0.0,-0.10343999999999998
511,and get the fuck out of my way,10.0,-0.5423,-0.10343999999999998
512,for one minute.    ,10.0,0.0,-0.12606999999999996
513,Five,10.0,0.0,-0.054229999999999966
514, distillation.    ,10.0,0.0,-0.054229999999999966
515,Eyes on four.    ,10.0,0.0,-0.01403999999999997
516,Twenty-four walking in five.,10.0,0.0,-0.01403999999999997
517,all: Chef.,10.0,0.0,0.07201000000000005
518,Two,10.0,0.0,0.10813000000000003
